iter	Logloss
412	0.2814069462
413	0.2811932436
414	0.2807748793
415	0.2803948538
416	0.2801140218
417	0.279682806
418	0.2794879287
419	0.2791353876
420	0.2788194542
421	0.2785954254
422	0.2783458465
423	0.2780146076
424	0.2776061166
425	0.277227673
426	0.2769316452
427	0.2766292682
428	0.2763009619
429	0.2760623926
430	0.2756970756
431	0.2754944665
432	0.2752352964
433	0.2750433743
434	0.2746825005
435	0.2743594175
436	0.2742053955
437	0.2740041926
438	0.2735910959
439	0.2733116749
440	0.273183359
441	0.2729464202
442	0.2725101509
443	0.2722613366
444	0.2720122525
445	0.2717276153
446	0.2714199525
447	0.2710839124
448	0.2708847745
449	0.2706884184
450	0.270381208
451	0.2700387167
452	0.2698436707
453	0.2696101105
454	0.2693605867
455	0.269087932
456	0.2688750282
457	0.2686319884
458	0.2683967284
459	0.2680730026
460	0.2679248246
461	0.2675158877
462	0.2672247424
463	0.2670288587
464	0.2667848477
465	0.2663706321
466	0.2661403465
467	0.2657623811
468	0.2653692839
469	0.265108783
470	0.2647388062
471	0.264403704
472	0.26417015
473	0.2638684206
474	0.2636484569
475	0.2633423048
476	0.2631001244
477	0.2628070419
478	0.2625406072
479	0.2622412464
480	0.2618576354
481	0.261558686
482	0.2612099739
483	0.2609524654
484	0.2606879899
485	0.2604054899
486	0.2601607861
487	0.2597991968
488	0.2595574585
489	0.2592905297
490	0.2590950158
491	0.2588254079
492	0.2585441168
493	0.2583515859
494	0.258110697
495	0.2579120274
496	0.2576879338
497	0.2572682503
498	0.2570415599
499	0.2568282953
500	0.2564481725
501	0.2561875439
502	0.2558987066
503	0.2556885619
504	0.2554001682
505	0.2552248357
506	0.2547188963
507	0.2544466142
508	0.2542340764
509	0.2540273873
510	0.2535967257
511	0.2533223968
512	0.2530411307
513	0.2527462344
514	0.2524477079
515	0.2521999816
516	0.2519538503
517	0.2516843507
518	0.2513947672
519	0.2511967517
520	0.2510068922
521	0.2507400734
522	0.25056758
523	0.2501566796
524	0.2498674685
525	0.2495657575
526	0.2492389538
527	0.2490853722
528	0.2487758842
529	0.2484977467
530	0.2482524063
531	0.2479805761
532	0.2477307492
533	0.2475419787
534	0.2472047618
535	0.2468496267
536	0.246606615
537	0.246429039
538	0.2461464855
539	0.2458515005
540	0.2456271915
541	0.2454526749
542	0.2452103742
543	0.2448839344
544	0.2444973924
545	0.2442005082
546	0.2439077252
547	0.2436285273
548	0.2433463393
549	0.2431609763
550	0.2428840642
551	0.2427265237
552	0.2423635184
553	0.2421199017
554	0.2419589063
555	0.2415581278
556	0.2413900464
557	0.2409893822
558	0.2407517
559	0.2405358408
560	0.2401954678
561	0.2399711195
562	0.239594766
563	0.2394817487
564	0.239281922
565	0.2388968301
566	0.2386032605
567	0.2383600522
568	0.2380104152
569	0.2377117512
570	0.237468046
571	0.2372644076
572	0.2370875462
573	0.2368475203
574	0.2365125859
575	0.236318523
576	0.2361013117
577	0.2359391212
578	0.2357342444
579	0.2354639408
580	0.2351640531
581	0.2348837966
582	0.2347075065
583	0.2343900364
584	0.2341709374
585	0.2340394143
586	0.233779508
587	0.2335146297
588	0.2333195945
589	0.233155799
590	0.2328987877
591	0.2325929226
592	0.2323967613
593	0.2320200638
594	0.2318761539
595	0.2317257313
596	0.2315538352
597	0.2313690235
598	0.2310451907
599	0.2308674228
600	0.2306086111
601	0.2304337792
602	0.2301370498
603	0.2298266856
604	0.2296227328
605	0.2293431874
606	0.2291698289
607	0.2289705671
608	0.228747683
609	0.2284791794
610	0.2280748535
611	0.2279263285
612	0.2275940611
613	0.2272993778
614	0.2270585949
615	0.2268351568
616	0.2265244814
617	0.2263047953
618	0.2261259652
619	0.2258725279
620	0.225673161
621	0.2254224295
622	0.2251764018
623	0.2249802517
624	0.2246656128
625	0.2244260985
626	0.2241724036
627	0.2239271746
628	0.2236310841
629	0.2233598017
630	0.2231420417
631	0.2229158834
632	0.2226717724
633	0.2224641695
634	0.2222367256
635	0.2220420673
636	0.221852528
637	0.2216701693
638	0.2214631171
639	0.2211523828
640	0.2208210194
641	0.2206100161
642	0.2204445786
643	0.2201845217
644	0.2199374975
645	0.219722657
646	0.2194654575
647	0.2192013886
648	0.2189282686
649	0.2186564493
650	0.2185447783
651	0.2182837383
652	0.2179101185
653	0.2176364166
654	0.2173004238
655	0.216928813
656	0.2166512961
657	0.2163572309
658	0.2160423813
659	0.215778707
660	0.2155070081
661	0.2152383221
662	0.2149685139
663	0.2146624199
664	0.214445176
665	0.2142005711
666	0.2139382825
667	0.2137367034
668	0.213536894
669	0.2134056891
670	0.2131946629
671	0.2130526112
672	0.212878301
673	0.2125289564
674	0.2123417119
675	0.2121117983
676	0.2118285142
677	0.211609335
678	0.2113221327
679	0.2111740074
680	0.2108594576
681	0.2105577282
682	0.2103656095
683	0.2101335585
684	0.2099843714
685	0.2097566934
686	0.2095254466
687	0.2092955983
688	0.2090855235
689	0.2088017442
690	0.2085079134
691	0.2083851709
692	0.2081921824
693	0.2080505948
694	0.2078878813
695	0.2077050177
696	0.2074318205
697	0.2071244156
698	0.2069102037
699	0.2066600463
700	0.2064474535
701	0.2062311637
702	0.2059806152
703	0.2057787762
704	0.2055272329
705	0.2052747463
706	0.2051535977
707	0.2049492133
708	0.2047241781
709	0.2045466324
710	0.2044319315
711	0.2042661521
712	0.2040346989
713	0.203927229
714	0.2036554685
715	0.2033920593
716	0.2029947657
717	0.2028330285
718	0.2026646274
719	0.2024308437
720	0.2021214427
721	0.2019004892
722	0.2017510624
723	0.2014907494
724	0.2013743956
725	0.2011719236
726	0.2009323437
727	0.2007439405
728	0.200621448
729	0.2004839824
730	0.2003272802
731	0.2001636954
732	0.2000292508
733	0.1997874421
734	0.199565443
735	0.1994073274
736	0.1991961045
737	0.198971975
738	0.1988210955
739	0.1987311371
740	0.1985709168
741	0.1984751632
742	0.1982354039
743	0.1979926703
744	0.1976589867
745	0.1973806449
746	0.197149207
747	0.1968735755
748	0.1966873303
749	0.1963940193
750	0.1961769716
751	0.1959177855
752	0.1956802794
753	0.1955478597
754	0.1954334147
755	0.1953086597
756	0.1951165877
757	0.1948871146
758	0.1947331298
759	0.1945515099
760	0.1944370101
761	0.1941937166
762	0.1940309588
763	0.1938459103
764	0.1935696141
765	0.1933892784
766	0.1932485031
767	0.1930844161
768	0.1928271957
769	0.1926412597
770	0.1925023668
771	0.1923716889
772	0.192101386
773	0.1918860791
774	0.1917083385
775	0.1914122073
776	0.1912429271
777	0.191066585
778	0.1908382796
779	0.1904555971
780	0.1902295756
781	0.189983135
782	0.1898310167
783	0.1896698822
784	0.1895697968
785	0.1893904744
786	0.189234421
787	0.1891082869
788	0.1889490947
789	0.1887829952
790	0.188569396
791	0.1882983832
792	0.1881627891
793	0.1879203725
794	0.1877392663
795	0.187463809
796	0.1873273549
797	0.18725502
798	0.1870256347
799	0.186884802
800	0.1867474563
801	0.1865931088
802	0.1864391199
803	0.1862361873
804	0.1860416411
805	0.1857496321
806	0.1855188173
807	0.1853326064
808	0.1851260103
809	0.1849243509
810	0.1847416156
811	0.1845847302
812	0.1842485969
813	0.1840583461
814	0.1839006653
815	0.1837783787
816	0.183624992
817	0.1834372463
818	0.1831880497
819	0.1829922916
820	0.1826935111
821	0.1824742611
822	0.1822758284
823	0.1821835623
824	0.1820284634
825	0.1817801963
826	0.1816070745
827	0.1814569152
828	0.1813221539
829	0.1810130137
830	0.180798943
831	0.1805864583
832	0.1804608015
833	0.180281557
834	0.1801047221
835	0.1799019048
836	0.1797679684
837	0.1796039012
838	0.1793453968
839	0.1791719392
840	0.1789763174
841	0.1788483231
842	0.1785752675
843	0.1784394672
844	0.1782685356
845	0.1781144227
846	0.1778674094
847	0.1777634533
848	0.1775755635
849	0.1772651135
850	0.1770125911
851	0.1768072925
852	0.1766500211
853	0.1764613271
854	0.1761813746
855	0.1760032599
856	0.1758575981
857	0.1756590133
858	0.1754909302
859	0.1753845008
860	0.1751654739
861	0.1749779943
862	0.1747700341
863	0.1746313789
864	0.1743894201
865	0.1742419292
866	0.1741000787
867	0.1739046987
868	0.1737815199
869	0.1736554603
870	0.1735421946
871	0.173348339
872	0.1731195748
873	0.1729686424
874	0.1728720411
875	0.1726828445
876	0.1725046807
877	0.1723894753
878	0.1721306314
879	0.1720233124
880	0.1718820067
881	0.171757793
882	0.1716259496
883	0.1714728015
884	0.1713115907
885	0.171192642
886	0.1709238632
887	0.170751236
888	0.1705705629
889	0.1703285429
890	0.1702366037
891	0.1700590657
892	0.1699325271
893	0.16982062
894	0.1696516862
895	0.1694494386
896	0.1693285392
897	0.1690552533
898	0.1688824683
899	0.1687648565
900	0.1686415542
901	0.1685058879
902	0.1683703092
903	0.1682196354
904	0.1680218668
905	0.1678404243
906	0.167512973
907	0.167296281
908	0.1670990705
909	0.1669383471
910	0.1668211512
911	0.1667297652
912	0.1665720473
913	0.1664376489
914	0.1662236218
915	0.1661018417
916	0.1658233457
917	0.1656808885
918	0.1655867326
919	0.1652804504
920	0.1651181486
921	0.1649469365
922	0.1647672184
923	0.1646273411
924	0.1644528754
925	0.1643014924
926	0.1641737466
927	0.164091232
928	0.1638531113
929	0.1635850903
930	0.1634096447
931	0.1631981271
932	0.163047255
933	0.1628291639
934	0.1627485161
935	0.162570578
936	0.1623394272
937	0.1622296531
938	0.1620725636
939	0.1618368769
940	0.1616705731
941	0.1615581082
942	0.1614095668
943	0.1612926591
944	0.1611390707
945	0.160836551
946	0.1606871873
947	0.160492266
948	0.1603985159
949	0.1601716918
950	0.1600736896
951	0.1598516447
952	0.1596770084
953	0.1595377941
954	0.1593972289
955	0.1591442098
956	0.1590180263
957	0.1588548507
958	0.1586429169
959	0.1585047072
960	0.1582745885
961	0.1581174125
962	0.158028461
963	0.1578135985
964	0.1576613373
965	0.1575070163
966	0.1573218071
967	0.1572249341
968	0.1569869151
969	0.1568679933
970	0.1566967041
971	0.1565295202
972	0.1563339186
973	0.1561740236
974	0.1559895674
975	0.1557556218
976	0.1555726123
977	0.1554244309
978	0.1552093861
979	0.1550671869
980	0.1549159395
981	0.154706216
982	0.1544853101
983	0.1543463855
984	0.1541922547
985	0.1540946568
986	0.1539421425
987	0.1537746084
988	0.1536277565
989	0.1535410759
990	0.1534268543
991	0.1532992046
992	0.1531954315
993	0.1530603661
994	0.1529317553
995	0.1527913956
996	0.1526593411
997	0.1524685137
998	0.1523414771
999	0.1522327632
